Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=a84d6d4e363935007adfef754b21c2a0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=1&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_16Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_17Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_18Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_19Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_21Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_22Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_28Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_29Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y
2008-02-27,4.190961,4.272625,4.344047,4.406580,4.461484,4.509878,4.552725,4.590843,4.624919,4.655527,3.529768,4.683149,4.708186,4.730976,4.751801,4.770902,4.788481,4.804712,4.819744,4.833703,4.846701,3.371631,4.858833,3.856135,3.385644,3.481109,3.609080,3.720608,3.744048,3.873495,3.991968,4.097742
2008-02-26,4.198103,4.275410,4.343279,4.402898,4.455390,4.501765,4.542903,4.579554,4.612358,4.641850,3.569583,4.668483,4.692636,4.714629,4.734732,4.753175,4.770151,4.785827,4.800346,4.813830,4.826385,3.431119,4.838104,3.860333,3.447112,3.536253,3.654799,3.739308,3.779916,3.900310,4.010973,4.110230
2008-02-25,4.143067,4.221605,4.290603,4.351246,4.404665,4.451875,4.493764,4.531094,4.564510,4.594557,3.539840,4.621693,4.646305,4.668717,4.689204,4.707999,4.725299,4.741276,4.756072,4.769814,4.782610,3.382255,4.794554,3.858529,3.389922,3.475975,3.593958,3.726382,3.719698,3.841242,3.953247,4.053875
2008-02-22,4.132995,4.209500,4.276747,4.335880,4.387987,4.434053,4.474937,4.511379,4.544004,4.573343,3.552066,4.599843,4.623878,4.645767,4.665776,4.684133,4.701032,4.716636,4.731089,4.744511,4.757010,3.396158,4.768676,3.866039,3.402272,3.485166,3.599399,3.735872,3.721369,3.839404,3.948275,4.046167
2008-02-21,4.173370,4.246440,4.310315,4.366232,4.415329,4.458610,4.496937,4.531039,4.561530,4.588922,3.566762,4.613644,4.636054,4.656454,4.675096,4.692195,4.707933,4.722464,4.735921,4.748419,4.760056,3.421385,4.770917,3.880077,3.438585,3.529353,3.647823,3.748797,3.771058,3.888253,3.994937,4.089870
2008-02-20,4.144347,4.221168,4.287898,4.346014,4.396833,4.441488,4.480932,4.515962,4.547236,4.575301,3.493483,4.600610,4.623540,4.644403,4.663464,4.680943,4.697028,4.711878,4.725629,4.738399,4.750289,3.319251,4.761387,3.872963,3.338217,3.441506,3.574567,3.713430,3.711062,3.839171,3.954413,4.055891
2008-02-19,4.135444,4.214784,4.283701,4.343721,4.396205,4.442321,4.483057,4.519232,4.551530,4.580514,3.461303,4.606652,4.630332,4.651878,4.671563,4.689614,4.706226,4.721562,4.735764,4.748952,4.761231,3.282698,4.772692,3.850553,3.302682,3.409469,3.546929,3.686935,3.687919,3.820242,3.939272,4.044085
2008-02-18,4.122184,4.202265,4.272177,4.333327,4.386990,4.434280,4.476147,4.513395,4.546694,4.576608,3.452921,4.603604,4.628075,4.650351,4.670707,4.689378,4.706563,4.722429,4.737123,4.750770,4.763476,3.275942,4.775335,3.849960,3.297496,3.403417,3.538669,3.681848,3.677329,3.807885,3.925929,4.030492
2008-02-15,4.077093,4.158394,4.229117,4.290796,4.344796,4.392293,4.434282,4.471596,4.504927,4.534849,3.396563,4.561840,4.586298,4.608555,4.628892,4.647542,4.664706,4.680552,4.695227,4.708855,4.721543,3.200059,4.733386,3.836832,3.220934,3.332527,3.474631,3.650242,3.619404,3.754807,3.876461,3.983606
2008-02-14,4.106641,4.185840,4.255137,4.315868,4.369250,4.416355,4.458102,4.495272,4.528522,4.558405,3.426163,4.585383,4.609844,4.632114,4.652468,4.671139,4.688325,4.704193,4.718889,4.732538,4.745246,3.259440,4.757108,3.826443,3.288909,3.397618,3.532327,3.654723,3.668998,3.797266,3.913258,4.016178
2008-02-13,4.070399,4.153008,4.225439,4.289025,4.344996,4.394440,4.438300,4.477379,4.512356,4.543804,3.396261,4.572204,4.597960,4.621413,4.642852,4.662519,4.680622,4.697340,4.712822,4.727202,4.740591,3.209059,4.753088,3.833017,3.232214,3.340526,3.477433,3.646073,3.617459,3.749556,3.869492,3.976273
2008-02-12,4.032457,4.114696,4.186932,4.250442,4.306412,4.355904,4.399840,4.439010,4.474084,4.505631,3.371084,4.534127,4.559976,4.583517,4.605038,4.624782,4.642958,4.659743,4.675288,4.689726,4.703170,3.185294,4.715719,3.805324,3.207183,3.312882,3.446947,3.619220,3.584478,3.714622,3.833140,3.938953
2008-02-11,3.959930,4.041119,4.112316,4.174821,4.229839,4.278438,4.321544,4.359948,4.394318,4.425217,3.332595,4.453120,4.478424,4.501464,4.522524,4.541844,4.559628,4.576049,4.591258,4.605382,4.618534,3.125338,4.630810,3.811464,3.141044,3.245015,3.378442,3.605973,3.515441,3.644911,3.762594,3.867451
2008-02-08,3.971513,4.051723,4.122605,4.185232,4.240646,4.289801,4.333545,4.372620,4.407661,4.439213,3.326625,4.467738,4.493630,4.517222,4.538796,4.558595,4.576824,4.593661,4.609255,4.623740,4.637228,3.155190,4.649819,3.775764,3.184610,3.287700,3.414341,3.578220,3.543612,3.666509,3.779341,3.880967
2008-02-07,3.976592,4.055030,4.124119,4.184996,4.238740,4.286329,4.328620,4.366355,4.400166,4.430591,3.388165,4.458084,4.483030,4.505753,4.526529,4.545593,4.563143,4.579351,4.594363,4.608305,4.621289,3.201679,4.633408,3.804422,3.212647,3.305365,3.427328,3.627113,3.554492,3.676061,3.787588,3.887718
2008-02-06,3.984995,4.057476,4.121669,4.178482,4.228817,4.273513,4.313322,4.348903,4.380828,4.409586,3.468126,4.435592,4.459203,4.480720,4.500400,4.518462,4.535093,4.550454,4.564684,4.577900,4.590208,3.302895,4.601696,3.830467,3.308496,3.386378,3.491672,3.676350,3.603392,3.711710,3.812256,3.903419
2008-02-05,3.962530,4.035681,4.100322,4.157412,4.207898,4.252659,4.292476,4.328028,4.359902,4.388596,3.487153,4.414534,4.438074,4.459520,4.479132,4.497129,4.513698,4.529001,4.543176,4.556341,4.568600,3.308740,4.580044,3.827060,3.297274,3.364942,3.466011,3.686779,3.576938,3.685989,3.787724,3.880033
2008-02-04,4.030304,4.098905,4.160262,4.215009,4.263840,4.307439,4.346444,4.381431,4.412912,4.441333,3.569091,4.467081,4.490488,4.511841,4.531387,4.549337,4.565873,4.581150,4.595306,4.608457,4.620704,3.435060,4.632138,3.847557,3.435578,3.497598,3.585837,3.730401,3.682576,3.778778,3.869935,3.954003
2008-02-01,4.038403,4.108084,4.170568,4.226449,4.276389,4.321053,4.361066,4.397001,4.429365,4.458606,3.561208,4.485112,4.509222,4.531224,4.551371,4.569876,4.586926,4.602682,4.617282,4.630846,4.643480,3.436603,4.655275,3.822984,3.440177,3.502911,3.591203,3.712777,3.688006,3.784511,3.876245,3.961124
2008-01-31,4.047324,4.118378,4.181997,4.238824,4.289559,4.334898,4.375491,4.411926,4.444728,4.474355,3.547181,4.501205,4.525622,4.547902,4.568300,4.587035,4.604295,4.620244,4.635023,4.648753,4.661541,3.423041,4.673479,3.810767,3.429310,3.495662,3.587661,3.699748,3.687854,3.787285,3.881472,3.968378
2008-01-30,4.138065,4.207044,4.268663,4.323574,4.372494,4.416125,4.455124,4.490079,4.521512,4.549874,3.630897,4.575558,4.598900,4.620188,4.639671,4.657560,4.674038,4.689261,4.703365,4.716467,4.728669,3.533492,4.740060,3.824604,3.541378,3.603721,3.691485,3.744796,3.788221,3.884845,3.976601,4.061264
2008-01-29,4.099649,4.168047,4.228955,4.283081,4.331184,4.373999,4.412201,4.446394,4.477104,4.504790,3.623610,4.529842,4.552597,4.573341,4.592318,4.609738,4.625781,4.640600,4.654328,4.667080,4.678955,3.505096,4.690040,3.850394,3.504894,3.564847,3.652451,3.757226,3.749670,3.846747,3.938688,4.023231
2008-01-28,4.060753,4.129815,4.191363,4.246094,4.294760,4.338095,4.376774,4.411403,4.442512,4.470562,3.595989,4.495947,4.519006,4.540029,4.559264,4.576920,4.593181,4.608202,4.622117,4.635043,4.647080,3.469852,4.658317,3.833711,3.466028,3.524345,3.611369,3.736180,3.708600,3.806024,3.898500,3.983671
2008-01-25,4.132881,4.197535,4.255650,4.307687,4.354215,4.395830,4.433104,4.466567,4.496694,4.523904,3.672156,4.548560,4.570979,4.591434,4.610159,4.627356,4.643198,4.657836,4.671398,4.683998,4.695733,3.594231,4.706688,3.835188,3.601719,3.654137,3.729284,3.766750,3.813966,3.900258,3.983573,4.061475
2008-01-24,4.100679,4.170807,4.233870,4.290357,4.340878,4.386074,4.426564,4.462919,4.495653,4.525219,3.617402,4.552013,4.576378,4.598609,4.618960,4.637651,4.654869,4.670779,4.685521,4.699216,4.711971,3.522777,4.723879,3.816904,3.527739,3.583276,3.664044,3.732553,3.755416,3.848700,3.938876,4.023269
2008-01-23,4.036064,4.108497,4.173112,4.230643,4.281864,4.327527,4.368327,4.404886,4.437754,4.467406,3.455852,4.494254,4.518651,4.540900,4.561260,4.579954,4.597172,4.613078,4.627815,4.641505,4.654254,3.345222,4.666156,3.755281,3.372804,3.454762,3.556988,3.623141,3.663986,3.768162,3.865789,3.955237
2008-01-22,4.068032,4.134656,4.192751,4.243477,4.287912,4.327000,4.361551,4.392250,4.419664,4.444269,3.523179,4.466460,4.486565,4.504859,4.521572,4.536899,4.551003,4.564024,4.576081,4.587279,4.597704,3.392615,4.607435,3.790499,3.403875,3.482760,3.588702,3.679725,3.700380,3.807292,3.904879,3.991735
2008-01-21,4.034791,4.103526,4.164286,4.217923,4.265312,4.307279,4.344569,4.377830,4.407621,4.434419,3.593290,4.458626,4.480583,4.500580,4.518860,4.535631,4.551068,4.565324,4.578527,4.590789,4.602206,3.447555,4.612864,3.849252,3.433625,3.489064,3.577126,3.745772,3.676849,3.776794,3.871164,3.957409
2008-01-18,4.074691,4.141235,4.200437,4.252962,4.299551,4.340936,4.377795,4.410732,4.440273,4.466873,3.676675,4.490920,4.512745,4.532629,4.550812,4.567497,4.582859,4.597046,4.610186,4.622391,4.633756,3.549616,4.644364,3.877595,3.529952,3.573021,3.648687,3.798539,3.738055,3.830004,3.918442,4.000387
2008-01-17,4.091588,4.155375,4.212215,4.262704,4.307528,4.347373,4.382877,4.414615,4.443089,4.468734,3.709940,4.491921,4.512968,4.532146,4.549683,4.565776,4.580593,4.594278,4.606953,4.618726,4.629688,3.600737,4.639921,3.865185,3.581033,3.618830,3.688227,3.806375,3.771675,3.858412,3.942379,4.020519
2008-01-16,4.108494,4.169258,4.223675,4.272205,4.315425,4.353941,4.388329,4.419117,4.446772,4.471702,3.754547,4.494260,4.514746,4.533419,4.550501,4.566180,4.580618,4.593954,4.606307,4.617781,4.628467,3.669427,4.638441,3.838648,3.647404,3.676150,3.735748,3.812250,3.810425,3.889825,3.967839,4.041217
2008-01-15,4.120159,4.180210,4.234083,4.282193,4.325086,4.363340,4.397517,4.428131,4.455641,4.480447,3.789163,4.502896,4.523288,4.541878,4.558885,4.574497,4.588873,4.602152,4.614454,4.625880,4.636521,3.705219,4.646454,3.849598,3.677713,3.701182,3.756667,3.835460,3.828270,3.905390,3.981711,4.053826
2008-01-14,4.134104,4.192996,4.246146,4.293847,4.336550,4.374766,4.409002,4.439738,4.467406,4.492390,3.815434,4.515026,4.535604,4.554376,4.571558,4.587336,4.601870,4.615297,4.627738,4.639295,4.650058,3.743257,4.660106,3.858175,3.717259,3.737225,3.787576,3.850660,3.854110,3.926923,3.999877,4.069512
2008-01-11,4.176275,4.232415,4.282471,4.326938,4.366411,4.401489,4.432738,4.460664,4.485711,4.508265,3.867884,4.528654,4.547159,4.564017,4.579433,4.593578,4.606601,4.618628,4.629768,4.640114,4.649748,3.787421,4.658741,3.850569,3.753948,3.774399,3.828124,3.879885,3.897773,3.972282,4.045366,4.113818
2008-01-10,4.180970,4.235116,4.283629,4.326899,4.365434,4.399769,4.430420,4.457857,4.482498,4.504708,3.886050,4.524802,4.543049,4.559680,4.574893,4.588855,4.601712,4.613587,4.624587,4.634805,4.644319,3.820744,4.653201,3.839491,3.788893,3.805415,3.853477,3.880912,3.917452,3.986966,4.055925,4.121087
2008-01-09,4.183797,4.238172,4.286461,4.329219,4.367074,4.400643,4.430497,4.457140,4.481013,4.502493,3.880440,4.521899,4.539504,4.555537,4.570195,4.583642,4.596021,4.607452,4.618039,4.627872,4.637028,3.797863,4.645573,3.840080,3.763686,3.785214,3.839962,3.884220,3.909919,3.983976,4.056009,4.123013
2008-01-08,4.209648,4.261639,4.308345,4.350098,4.387352,4.420599,4.450317,4.476946,4.500882,4.522471,3.904593,4.542012,4.559764,4.575949,4.590757,4.604350,4.616868,4.628432,4.639144,4.649095,4.658361,3.858941,4.667011,3.839847,3.834981,3.852428,3.898210,3.886396,3.958728,4.024594,4.090152,4.152322
2008-01-07,4.209143,4.261034,4.306928,4.347431,4.383195,4.414844,4.442944,4.467992,4.490414,4.510574,3.896688,4.528777,4.545285,4.560315,4.574052,4.586653,4.598252,4.608961,4.618880,4.628091,4.636668,3.820812,4.644673,3.827366,3.791730,3.816855,3.873237,3.888399,3.943173,4.016039,4.086150,4.150837
2008-01-04,4.211568,4.263238,4.308714,4.348695,4.383891,4.414966,4.442508,4.467025,4.488949,4.508646,3.865269,4.526422,4.542536,4.557202,4.570605,4.582897,4.594210,4.604656,4.614329,4.623312,4.631676,3.792327,4.639483,3.833063,3.771999,3.804802,3.866983,3.871886,3.940918,4.016307,4.087833,4.153153
2008-01-03,4.264879,4.313332,4.355976,4.393468,4.426477,4.455624,4.481458,4.504457,4.525026,4.543506,3.893208,4.560184,4.575303,4.589065,4.601641,4.613175,4.623790,4.633592,4.642669,4.651098,4.658946,3.853391,4.666272,3.802739,3.844833,3.880012,3.940281,3.866186,4.010485,4.081556,4.148781,4.210086
2008-01-02,4.338746,4.382364,4.420493,4.453837,4.483072,4.508803,4.531556,4.551775,4.569833,4.586041,3.944946,4.600659,4.613903,4.625954,4.636964,4.647060,4.656351,4.664928,4.672871,4.680247,4.687114,3.929658,4.693524,3.785261,3.932382,3.972997,4.034390,3.883880,4.102744,4.170138,4.232716,4.288993
2007-12-31,4.376064,4.414350,4.447989,4.477530,4.503517,4.526450,4.546769,4.564852,4.581021,4.595546,4.000859,4.608655,4.620536,4.631351,4.641233,4.650296,4.658638,4.666340,4.673472,4.680095,4.686263,4.014293,4.692019,3.852009,4.026108,4.062686,4.114826,3.934317,4.172705,4.230142,4.283915,4.332660
2007-12-28,4.368734,4.407134,4.441007,4.470849,4.497167,4.520438,4.541088,4.559488,4.575955,4.590758,3.990730,4.604123,4.616241,4.627274,4.637358,4.646608,4.655122,4.662983,4.670263,4.677024,4.683320,4.016562,4.689196,3.797314,4.028440,4.062572,4.112154,3.901466,4.168018,4.224086,4.277050,4.325413
2007-12-27,4.391646,4.429259,4.462346,4.491432,4.517039,4.539650,4.559694,4.577540,4.593500,4.607842,4.000747,4.620786,4.632520,4.643201,4.652962,4.661915,4.670155,4.677763,4.684808,4.691351,4.697443,4.035316,4.703130,3.761467,4.049769,4.085718,4.136428,3.890682,4.192760,4.248776,4.301332,4.349068
2007-12-24,4.345980,4.384985,4.419224,4.449268,4.475678,4.498971,4.519600,4.537952,4.554357,4.569091,3.987815,4.582386,4.594434,4.605400,4.615420,4.624610,4.633067,4.640876,4.648106,4.654822,4.661074,3.991296,4.666910,3.780356,3.994482,4.028089,4.079944,3.901059,4.138589,4.197114,4.251986,4.301724
2007-12-21,4.346494,4.385365,4.419474,4.449393,4.475690,4.498878,4.519412,4.537678,4.554005,4.568668,3.977256,4.581899,4.593889,4.604802,4.614773,4.623918,4.632334,4.640104,4.647299,4.653982,4.660203,3.986954,4.666010,3.764699,3.993011,4.027955,4.080430,3.886363,4.139329,4.197909,4.252731,4.302365
2007-12-20,4.334048,4.371798,4.404858,4.433812,4.459228,4.481619,4.501432,4.519047,4.534786,4.548916,3.969624,4.561663,4.573214,4.583725,4.593329,4.602136,4.610241,4.617724,4.624653,4.631088,4.637079,3.978844,4.642672,3.748071,3.985176,4.020481,4.072863,3.875878,4.131199,4.188882,4.242616,4.291085
2007-12-19,4.334659,4.374699,4.410016,4.441127,4.468563,4.492820,4.514345,4.533522,4.550684,4.566111,3.951215,4.580040,4.592669,4.604167,4.614675,4.624314,4.633186,4.641378,4.648965,4.656011,4.662571,3.971310,4.668694,3.775633,3.981578,4.016183,4.067425,3.870571,4.125478,4.183864,4.239066,4.289489
2007-12-18,4.356194,4.395510,4.430367,4.461200,4.488483,4.512669,4.534175,4.553368,4.570564,4.586037,3.979712,4.600016,4.612698,4.624248,4.634808,4.644495,4.653413,4.661649,4.669276,4.676360,4.682956,4.011940,4.689113,3.761691,4.022157,4.053338,4.100501,3.877599,4.154870,4.210296,4.263278,4.312115
2007-12-17,4.344885,4.386773,4.423891,4.456707,4.485729,4.511446,4.534304,4.554697,4.572964,4.589397,3.989601,4.604241,4.617707,4.629970,4.641180,4.651464,4.660930,4.669672,4.677768,4.685288,4.692289,3.996458,4.698824,3.797133,3.996212,4.024920,4.073355,3.905531,4.130600,4.189443,4.245858,4.297906
2007-12-14,4.340176,4.381352,4.417779,4.449940,4.478349,4.503499,4.525836,4.545753,4.563585,4.579621,4.008957,4.594103,4.607236,4.619196,4.630127,4.640154,4.649384,4.657907,4.665800,4.673131,4.679957,4.004792,4.686328,3.787630,3.998240,4.024543,4.071946,3.917746,4.128542,4.186783,4.242553,4.293911
2007-12-13,4.358505,4.402756,4.442103,4.476985,4.507900,4.535343,4.559767,4.581580,4.601136,4.618738,4.003878,4.634646,4.649080,4.662230,4.674252,4.685283,4.695438,4.704816,4.713502,4.721569,4.729081,4.008101,4.736093,3.793650,4.003237,4.029426,4.077327,3.912639,4.135434,4.196008,4.254628,4.309086
2007-12-12,4.366701,4.408879,4.445860,4.478278,4.506754,4.531854,4.554072,4.573832,4.591491,4.607348,3.985189,4.621654,4.634618,4.646416,4.657196,4.667082,4.676180,4.684580,4.692358,4.699582,4.706308,3.980797,4.712585,3.790691,3.983353,4.020298,4.077206,3.906257,4.141340,4.205143,4.264808,4.318771
2007-12-11,4.314165,4.360548,4.401711,4.438145,4.470393,4.498988,4.524417,4.547111,4.567446,4.585743,3.967465,4.602274,4.617270,4.630928,4.643415,4.654870,4.665416,4.675154,4.684173,4.692549,4.700349,3.949048,4.707629,3.818096,3.939216,3.966190,4.017048,3.908232,4.078782,4.142965,4.204889,4.262248
2007-12-10,4.311829,4.360734,4.404321,4.443022,4.477361,4.507864,4.535026,4.559293,4.581054,4.600644,3.942727,4.618351,4.634419,4.649057,4.662441,4.674721,4.686027,4.696468,4.706138,4.715119,4.723482,3.936003,4.731289,3.865324,3.932469,3.958581,4.007712,3.908587,4.068963,4.134014,4.197734,4.257401
2007-12-07,4.268699,4.319191,4.364245,4.404290,4.439847,4.471452,4.499611,4.524777,4.547351,4.567677,3.909997,4.586053,4.602731,4.617925,4.631819,4.644568,4.656305,4.667145,4.677185,4.686509,4.695193,3.891667,4.703298,3.850457,3.883253,3.907760,3.956995,3.886470,4.019263,4.085794,4.151197,4.212591
2007-12-06,4.187971,4.240495,4.287306,4.328880,4.365780,4.398569,4.427778,4.453881,4.477294,4.498375,3.857762,4.517434,4.534731,4.550489,4.564899,4.578122,4.590296,4.601538,4.611951,4.621623,4.630629,3.799054,4.639035,3.869654,3.780775,3.806342,3.859624,3.876669,3.926221,3.996617,4.065314,4.129493
2007-12-05,4.150422,4.203717,4.251654,4.294564,4.332902,4.367156,4.397806,4.425295,4.450021,4.472335,3.809958,4.492543,4.510908,4.527656,4.542982,4.557054,4.570015,4.581989,4.593081,4.603386,4.612982,3.756655,4.621940,3.865567,3.747807,3.776203,3.828268,3.847643,3.892431,3.960667,4.028013,4.091706
2007-12-04,4.132013,4.187030,4.236660,4.281194,4.321060,4.356737,4.388702,4.417401,4.443237,4.466568,3.808158,4.487708,4.506927,4.524460,4.540509,4.555247,4.568822,4.581365,4.592986,4.603782,4.613836,3.743811,4.623222,3.878173,3.728889,3.754083,3.804800,3.854606,3.868857,3.937807,4.006388,4.071616
2007-12-03,4.189631,4.243125,4.291599,4.335281,4.374539,4.409795,4.441476,4.469992,4.495717,4.518988,3.822063,4.540103,4.559321,4.576869,4.592941,4.607709,4.621318,4.633895,4.645551,4.656381,4.666468,3.783817,4.675887,3.875014,3.785947,3.819181,3.872102,3.855779,3.935293,4.002088,4.068210,4.131155
2007-11-30,4.214501,4.266749,4.314205,4.357052,4.395620,4.430300,4.461498,4.489602,4.514974,4.537938,3.842934,4.558783,4.577763,4.595097,4.610978,4.625571,4.639022,4.651454,4.662976,4.673682,4.683655,3.820851,4.692966,3.863038,3.826147,3.857972,3.908134,3.857813,3.968422,4.032588,4.096468,4.157551
2007-11-29,4.189619,4.243771,4.292575,4.336349,4.375531,4.410599,4.442024,4.470242,4.495651,4.518601,3.812643,4.539398,4.558309,4.575563,4.591357,4.605862,4.619225,4.631571,4.643010,4.653637,4.663535,3.770237,4.672775,3.866714,3.771038,3.805688,3.861391,3.847818,3.927643,3.997187,4.065504,4.130058
2007-11-28,4.205755,4.260524,4.309938,4.354299,4.394036,4.429622,4.461524,4.490183,4.515997,4.539317,3.824799,4.560455,4.579678,4.597218,4.613276,4.628024,4.641611,4.654166,4.665798,4.676605,4.686670,3.785827,4.696067,3.869145,3.786596,3.820608,3.875875,3.854639,3.942038,4.011786,4.080512,4.145598
2007-11-27,4.123070,4.178175,4.227415,4.271247,4.310226,4.344920,4.375865,4.403550,4.428402,4.450794,3.795154,4.471048,4.489437,4.506196,4.521523,4.535590,4.548543,4.560506,4.571587,4.581879,4.591464,3.717023,4.600410,3.872138,3.697805,3.725500,3.781273,3.848202,3.850445,3.923516,3.994960,4.061896
2007-11-26,4.147979,4.202789,4.252100,4.296249,4.335702,4.370959,4.402510,4.430812,4.456272,4.479250,3.810065,4.500061,4.518974,4.536224,4.552010,4.566505,4.579855,4.592188,4.603614,4.614228,4.624114,3.748756,4.633341,3.874348,3.736375,3.764143,3.817106,3.853421,3.882857,3.952926,4.022132,4.087607
2007-11-23,4.153178,4.208863,4.258441,4.302439,4.341468,4.376134,4.407005,4.434586,4.459320,4.481589,3.814019,4.501719,4.519987,4.536629,4.551846,4.565810,4.578665,4.590536,4.601532,4.611745,4.621255,3.734276,4.630132,3.881273,3.714253,3.743574,3.802071,3.863208,3.874044,3.949512,4.022813,4.091091
2007-11-22,4.146251,4.203048,4.253100,4.297143,4.335943,4.370216,4.400602,4.427659,4.451859,4.473604,3.827873,4.493230,4.511021,4.527216,4.542016,4.555590,4.568083,4.579618,4.590300,4.600220,4.609457,3.712832,4.618078,3.877848,3.677370,3.706935,3.771699,3.880184,3.850928,3.932646,4.010650,4.082149
2007-11-21,4.130825,4.184550,4.231994,4.273808,4.310687,4.343293,4.372221,4.397991,4.421049,4.441773,3.828388,4.460482,4.477444,4.492886,4.506998,4.519942,4.531856,4.542856,4.553043,4.562504,4.571313,3.731565,4.579535,3.884489,3.699135,3.723942,3.781926,3.876156,3.854482,3.930262,4.003171,4.070359
2007-11-20,4.150833,4.200162,4.244152,4.283230,4.317916,4.348736,4.376188,4.400717,4.422716,4.442522,3.851731,4.460426,4.476674,4.491476,4.505010,4.517429,4.528862,4.539421,4.549200,4.558283,4.566741,3.792077,4.574636,3.893645,3.774396,3.796888,3.845227,3.883968,3.906482,3.971798,4.035890,4.095975
2007-11-19,4.156449,4.204745,4.247829,4.286112,4.320099,4.350302,4.377207,4.401249,4.422812,4.442226,3.864389,4.459776,4.475703,4.490213,4.503480,4.515654,4.526862,4.537212,4.546799,4.555703,4.563994,3.807310,4.571733,3.902404,3.789876,3.811356,3.858151,3.894197,3.917727,3.981417,4.044018,4.102768
2007-11-16,4.171729,4.218144,4.259733,4.296818,4.329836,4.359244,4.385488,4.408972,4.430058,4.449059,3.883522,4.466246,4.481851,4.496072,4.509079,4.521016,4.532008,4.542160,4.551563,4.560297,4.568430,3.842808,4.576022,3.896153,3.829346,3.848815,3.891340,3.897886,3.946241,4.005649,4.064621,4.120414
2007-11-15,4.185268,4.229906,4.269984,4.305781,4.337692,4.366144,4.391553,4.414305,4.434742,4.453165,3.903944,4.469834,4.484971,4.498769,4.511390,4.522974,4.533640,4.543492,4.552619,4.561095,4.568989,3.874202,4.576358,3.894967,3.862390,3.879808,3.919037,3.905786,3.970453,4.026614,4.082722,4.136050
2007-11-14,4.208095,4.249617,4.287231,4.321075,4.351427,4.378621,4.403003,4.424903,4.444624,4.462435,3.923622,4.478574,4.493247,4.506633,4.518886,4.530137,4.540501,4.550076,4.558948,4.567189,4.574864,3.921583,4.582030,3.880620,3.919629,3.936388,3.970168,3.903756,4.014679,4.064116,4.114344,4.162800
2007-11-13,4.164982,4.207961,4.246650,4.281284,4.312214,4.339833,4.364529,4.386663,4.406561,4.424508,3.891793,4.440754,4.455512,4.468968,4.481279,4.492580,4.502987,4.512600,4.521506,4.529778,4.537481,3.863186,4.544672,3.896646,3.854626,3.872802,3.910684,3.899962,3.959703,4.013172,4.066700,4.117733
2007-11-12,4.158805,4.203421,4.243660,4.279738,4.311998,4.340834,4.366640,4.389785,4.410602,4.429387,3.892314,4.446396,4.461852,4.475947,4.488844,4.500684,4.511589,4.521663,4.530995,4.539664,4.547737,3.859179,4.555273,3.894011,3.845818,3.861241,3.898232,3.899707,3.947611,4.002179,4.057191,4.109873
